index,age_end,age_start,age_weights,area,data_type,effective_sample_size,lower_ci,sex,standard_error,upper_ci,value,x_cv_ascertainment,x_cv_diagnostic_criteria,x_cv_representative,year_end,year_start
3217,64,60,,caribbean,m_all,,,female,-99.0,,0.0136831,0,0,0,2005,2005
3218,69,65,,caribbean,m_all,,,female,-99.0,,0.0208118,0,0,0,2005,2005
3219,69,65,,europe_central,m_all,,,female,-99.0,,0.0160102,0,0,0,2005,2005
3220,69,65,,asia_southeast,m_all,,,female,-99.0,,0.0209556,0,0,0,2005,2005
3221,69,65,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0347605,0,0,0,2005,2005
3222,69,65,,north_africa_middle_east,m_all,,,female,-99.0,,0.0209102,0,0,0,2005,2005
3223,69,65,,europe_eastern,m_all,,,female,-99.0,,0.0236727,0,0,0,2005,2005
3224,69,65,,europe_western,m_all,,,female,-99.0,,0.0092335,0,0,0,2005,2005
3225,69,65,,latin_america_southern,m_all,,,female,-99.0,,0.0129199,0,0,0,2005,2005
3226,69,65,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0072581,0,0,0,2005,2005
3227,69,65,,oceania,m_all,,,female,-99.0,,0.0460899,0,0,0,2005,2005
3228,69,65,,latin_america_tropical,m_all,,,female,-99.0,,0.0166201,0,0,0,2005,2005
3229,69,65,,asia_central,m_all,,,female,-99.0,,0.0248939,0,0,0,2005,2005
3230,69,65,,asia_east,m_all,,,female,-99.0,,0.0170781,0,0,0,2005,2005
3231,69,65,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0271914,0,0,0,2005,2005
3232,69,65,,latin_america_central,m_all,,,female,-99.0,,0.0163761,0,0,0,2005,2005
3233,69,65,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0299287,0,0,0,2005,2005
3234,69,65,,asia_south,m_all,,,female,-99.0,,0.0277088,0,0,0,2005,2005
3235,69,65,,latin_america_andean,m_all,,,female,-99.0,,0.0139637,0,0,0,2005,2005
3236,69,65,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0388342,0,0,0,2005,2005
3237,69,65,,north_america_high_income,m_all,,,female,-99.0,,0.0134351,0,0,0,2005,2005
3238,74,70,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0610185,0,0,0,2005,2005
3239,74,70,,europe_eastern,m_all,,,female,-99.0,,0.0381924,0,0,0,2005,2005
3240,74,70,,asia_southeast,m_all,,,female,-99.0,,0.034094,0,0,0,2005,2005
3241,74,70,,caribbean,m_all,,,female,-99.0,,0.0334486,0,0,0,2005,2005
3242,74,70,,asia_south,m_all,,,female,-99.0,,0.0446001,0,0,0,2005,2005
3243,74,70,,latin_america_tropical,m_all,,,female,-99.0,,0.0267698,0,0,0,2005,2005
3244,74,70,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0444983,0,0,0,2005,2005
3245,74,70,,latin_america_southern,m_all,,,female,-99.0,,0.0209515,0,0,0,2005,2005
3246,74,70,,asia_east,m_all,,,female,-99.0,,0.0295265,0,0,0,2005,2005
3247,74,70,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0476507,0,0,0,2005,2005
3248,74,70,,europe_western,m_all,,,female,-99.0,,0.0159222,0,0,0,2005,2005
3249,74,70,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0528929,0,0,0,2005,2005
3250,74,70,,north_africa_middle_east,m_all,,,female,-99.0,,0.034262,0,0,0,2005,2005
3251,74,70,,north_america_high_income,m_all,,,female,-99.0,,0.021214,0,0,0,2005,2005
3252,74,70,,asia_central,m_all,,,female,-99.0,,0.0402692,0,0,0,2005,2005
3253,74,70,,oceania,m_all,,,female,-99.0,,0.0709042,0,0,0,2005,2005
3254,74,70,,latin_america_andean,m_all,,,female,-99.0,,0.023198,0,0,0,2005,2005
3255,74,70,,europe_central,m_all,,,female,-99.0,,0.0279578,0,0,0,2005,2005
3256,74,70,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0125005,0,0,0,2005,2005
3257,74,70,,latin_america_central,m_all,,,female,-99.0,,0.0244752,0,0,0,2005,2005
3258,79,75,,caribbean,m_all,,,female,-99.0,,0.0510963,0,0,0,2005,2005
3259,79,75,,europe_western,m_all,,,female,-99.0,,0.029544,0,0,0,2005,2005
3260,79,75,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0842568,0,0,0,2005,2005
3261,79,75,,latin_america_southern,m_all,,,female,-99.0,,0.0359679,0,0,0,2005,2005
3262,79,75,,asia_southeast,m_all,,,female,-99.0,,0.055078,0,0,0,2005,2005
3263,79,75,,europe_central,m_all,,,female,-99.0,,0.0499705,0,0,0,2005,2005
3264,79,75,,asia_central,m_all,,,female,-99.0,,0.0637028,0,0,0,2005,2005
3265,79,75,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0708321,0,0,0,2005,2005
3266,79,75,,australasia,m_all,,,female,-99.0,,0.0265044,0,0,0,2005,2005
3267,79,75,,asia_east,m_all,,,female,-99.0,,0.050502,0,0,0,2005,2005
3268,79,75,,north_africa_middle_east,m_all,,,female,-99.0,,0.05484,0,0,0,2005,2005
3269,79,75,,europe_eastern,m_all,,,female,-99.0,,0.064976,0,0,0,2005,2005
3270,79,75,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0761488,0,0,0,2005,2005
3271,79,75,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0704789,0,0,0,2005,2005
3272,79,75,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0224553,0,0,0,2005,2005
3273,79,75,,asia_south,m_all,,,female,-99.0,,0.0653748,0,0,0,2005,2005
3274,79,75,,north_america_high_income,m_all,,,female,-99.0,,0.0341624,0,0,0,2005,2005
3275,79,75,,oceania,m_all,,,female,-99.0,,0.1036564,0,0,0,2005,2005
3276,79,75,,latin_america_tropical,m_all,,,female,-99.0,,0.0419932,0,0,0,2005,2005
3277,79,75,,latin_america_andean,m_all,,,female,-99.0,,0.0382205,0,0,0,2005,2005
3278,84,80,,oceania,m_all,,,female,-99.0,,0.1478727,0,0,0,2005,2005
3279,84,80,,latin_america_andean,m_all,,,female,-99.0,,0.0627055,0,0,0,2005,2005
3280,84,80,,asia_southeast,m_all,,,female,-99.0,,0.0899789,0,0,0,2005,2005
3281,84,80,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0428735,0,0,0,2005,2005
3282,84,80,,asia_east,m_all,,,female,-99.0,,0.0852527,0,0,0,2005,2005
3283,84,80,,europe_western,m_all,,,female,-99.0,,0.0581041,0,0,0,2005,2005
3284,84,80,,north_africa_middle_east,m_all,,,female,-99.0,,0.0896837,0,0,0,2005,2005
3285,84,80,,europe_central,m_all,,,female,-99.0,,0.0911931,0,0,0,2005,2005
3286,84,80,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.105467,0,0,0,2005,2005
3287,84,80,,north_america_high_income,m_all,,,female,-99.0,,0.0575867,0,0,0,2005,2005
3288,84,80,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.1104292,0,0,0,2005,2005
3289,84,80,,asia_south,m_all,,,female,-99.0,,0.094759,0,0,0,2005,2005
3290,84,80,,latin_america_central,m_all,,,female,-99.0,,0.0609029,0,0,0,2005,2005
3291,84,80,,australasia,m_all,,,female,-99.0,,0.0504005,0,0,0,2005,2005
3292,84,80,,caribbean,m_all,,,female,-99.0,,0.0855636,0,0,0,2005,2005
3293,84,80,,latin_america_tropical,m_all,,,female,-99.0,,0.06805,0,0,0,2005,2005
3294,84,80,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.100065,0,0,0,2005,2005
3295,84,80,,europe_eastern,m_all,,,female,-99.0,,0.1091992,0,0,0,2005,2005
3296,84,80,,asia_central,m_all,,,female,-99.0,,0.0974193,0,0,0,2005,2005
3297,84,80,,latin_america_southern,m_all,,,female,-99.0,,0.0643918,0,0,0,2005,2005
3298,89,85,,asia_south,m_all,,,female,-99.0,,0.1576482,0,0,0,2005,2005
3299,89,85,,oceania,m_all,,,female,-99.0,,0.2139985,0,0,0,2005,2005
3300,89,85,,europe_eastern,m_all,,,female,-99.0,,0.1745353,0,0,0,2005,2005
3301,89,85,,latin_america_andean,m_all,,,female,-99.0,,0.1140453,0,0,0,2005,2005
3302,89,85,,europe_central,m_all,,,female,-99.0,,0.1515545,0,0,0,2005,2005
3303,89,85,,latin_america_southern,m_all,,,female,-99.0,,0.1184387,0,0,0,2005,2005
3304,89,85,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.1635135,0,0,0,2005,2005
3305,89,85,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.1754971,0,0,0,2005,2005
3306,89,85,,asia_central,m_all,,,female,-99.0,,0.1600494,0,0,0,2005,2005
3307,89,85,,australasia,m_all,,,female,-99.0,,0.0987039,0,0,0,2005,2005
3308,89,85,,asia_east,m_all,,,female,-99.0,,0.1457433,0,0,0,2005,2005
3309,89,85,,asia_southeast,m_all,,,female,-99.0,,0.1491425,0,0,0,2005,2005
3310,89,85,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0855236,0,0,0,2005,2005
3311,89,85,,caribbean,m_all,,,female,-99.0,,0.141127,0,0,0,2005,2005
3312,89,85,,latin_america_tropical,m_all,,,female,-99.0,,0.1234222,0,0,0,2005,2005
3313,89,85,,north_africa_middle_east,m_all,,,female,-99.0,,0.1499554,0,0,0,2005,2005
3314,89,85,,latin_america_central,m_all,,,female,-99.0,,0.1133465,0,0,0,2005,2005
3315,89,85,,north_america_high_income,m_all,,,female,-99.0,,0.1091242,0,0,0,2005,2005
3316,89,85,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.1702834,0,0,0,2005,2005
3317,89,85,,europe_western,m_all,,,female,-99.0,,0.1101622,0,0,0,2005,2005
3318,94,90,,europe_western,m_all,,,female,-99.0,,0.1935652,0,0,0,2005,2005
3319,94,90,,australasia,m_all,,,female,-99.0,,0.1816418,0,0,0,2005,2005
3320,94,90,,europe_central,m_all,,,female,-99.0,,0.2391264,0,0,0,2005,2005
3321,94,90,,north_america_high_income,m_all,,,female,-99.0,,0.1939012,0,0,0,2005,2005
3322,94,90,,latin_america_tropical,m_all,,,female,-99.0,,0.209966,0,0,0,2005,2005
3323,94,90,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.2649569,0,0,0,2005,2005
3324,94,90,,europe_eastern,m_all,,,female,-99.0,,0.263975,0,0,0,2005,2005
3325,94,90,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.2522926,0,0,0,2005,2005
3326,94,90,,oceania,m_all,,,female,-99.0,,0.3029727,0,0,0,2005,2005
3327,94,90,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.2605108,0,0,0,2005,2005
3328,94,90,,north_africa_middle_east,m_all,,,female,-99.0,,0.2379683,0,0,0,2005,2005
3329,94,90,,asia_south,m_all,,,female,-99.0,,0.2470948,0,0,0,2005,2005
3330,94,90,,asia_southeast,m_all,,,female,-99.0,,0.2335953,0,0,0,2005,2005
3331,94,90,,asia_central,m_all,,,female,-99.0,,0.24986,0,0,0,2005,2005
3332,94,90,,asia_pacific_high_income,m_all,,,female,-99.0,,0.1638303,0,0,0,2005,2005
3333,94,90,,latin_america_central,m_all,,,female,-99.0,,0.1981015,0,0,0,2005,2005
3334,94,90,,asia_east,m_all,,,female,-99.0,,0.2340471,0,0,0,2005,2005
3335,94,90,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.2644623,0,0,0,2005,2005
3336,94,90,,caribbean,m_all,,,female,-99.0,,0.2252476,0,0,0,2005,2005
3337,94,90,,latin_america_southern,m_all,,,female,-99.0,,0.2042439,0,0,0,2005,2005
3338,99,95,,caribbean,m_all,,,female,-99.0,,0.3438334,0,0,0,2005,2005
3339,99,95,,asia_southeast,m_all,,,female,-99.0,,0.3505602,0,0,0,2005,2005
3340,99,95,,asia_pacific_high_income,m_all,,,female,-99.0,,0.2844291,0,0,0,2005,2005
3341,99,95,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.3713963,0,0,0,2005,2005
3342,99,95,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.3790055,0,0,0,2005,2005
3343,99,95,,asia_east,m_all,,,female,-99.0,,0.3540908,0,0,0,2005,2005
3344,99,95,,north_africa_middle_east,m_all,,,female,-99.0,,0.3571668,0,0,0,2005,2005
3345,99,95,,north_america_high_income,m_all,,,female,-99.0,,0.3164918,0,0,0,2005,2005
3346,99,95,,latin_america_southern,m_all,,,female,-99.0,,0.3266606,0,0,0,2005,2005
3347,99,95,,asia_central,m_all,,,female,-99.0,,0.3705517,0,0,0,2005,2005
3348,99,95,,oceania,m_all,,,female,-99.0,,0.4152669,0,0,0,2005,2005
3349,99,95,,europe_western,m_all,,,female,-99.0,,0.315303,0,0,0,2005,2005
3350,99,95,,latin_america_central,m_all,,,female,-99.0,,0.3198689,0,0,0,2005,2005
3351,99,95,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.3820854,0,0,0,2005,2005
3352,99,95,,latin_america_andean,m_all,,,female,-99.0,,0.31738,0,0,0,2005,2005
3353,99,95,,europe_eastern,m_all,,,female,-99.0,,0.3818939,0,0,0,2005,2005
3354,99,95,,latin_america_tropical,m_all,,,female,-99.0,,0.3321188,0,0,0,2005,2005
3355,99,95,,asia_south,m_all,,,female,-99.0,,0.3674086,0,0,0,2005,2005
3356,99,95,,europe_central,m_all,,,female,-99.0,,0.3580746,0,0,0,2005,2005
3357,99,95,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.3832052,0,0,0,2005,2005
3358,101,100,,latin_america_andean,m_all,,,female,-99.0,,0.4800921,0,0,0,2005,2005
3359,101,100,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.5256566,0,0,0,2005,2005
3360,101,100,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.5195377,0,0,0,2005,2005
3361,101,100,,latin_america_southern,m_all,,,female,-99.0,,0.4883335,0,0,0,2005,2005
3362,101,100,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.5275632,0,0,0,2005,2005
3363,101,100,,oceania,m_all,,,female,-99.0,,0.5398501,0,0,0,2005,2005
3364,101,100,,asia_south,m_all,,,female,-99.0,,0.5170079,0,0,0,2005,2005
3365,101,100,,europe_central,m_all,,,female,-99.0,,0.5093881,0,0,0,2005,2005
3366,101,100,,asia_southeast,m_all,,,female,-99.0,,0.5031277,0,0,0,2005,2005
3367,101,100,,north_africa_middle_east,m_all,,,female,-99.0,,0.5095689,0,0,0,2005,2005
3368,101,100,,australasia,m_all,,,female,-99.0,,0.4719977,0,0,0,2005,2005
3369,101,100,,asia_central,m_all,,,female,-99.0,,0.5197313,0,0,0,2005,2005
3370,101,100,,north_america_high_income,m_all,,,female,-99.0,,0.4812742,0,0,0,2005,2005
3371,101,100,,caribbean,m_all,,,female,-99.0,,0.499181,0,0,0,2005,2005
3372,101,100,,asia_pacific_high_income,m_all,,,female,-99.0,,0.4565341,0,0,0,2005,2005
3373,101,100,,europe_western,m_all,,,female,-99.0,,0.4801346,0,0,0,2005,2005
3374,101,100,,latin_america_tropical,m_all,,,female,-99.0,,0.4923385,0,0,0,2005,2005
3375,101,100,,latin_america_central,m_all,,,female,-99.0,,0.4829312,0,0,0,2005,2005
3376,101,100,,asia_east,m_all,,,female,-99.0,,0.5067645,0,0,0,2005,2005
3377,101,100,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.5265885,0,0,0,2005,2005
3378,0,0,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0061652,0,0,0,1990,1990
3379,0,0,,latin_america_andean,m_all,,,male,-99.0,,0.0607373,0,0,0,1990,1990
3380,0,0,,caribbean,m_all,,,male,-99.0,,0.06357,0,0,0,1990,1990
3381,0,0,,asia_southeast,m_all,,,male,-99.0,,0.0543077,0,0,0,1990,1990
3382,0,0,,europe_central,m_all,,,male,-99.0,,0.019847,0,0,0,1990,1990
3383,0,0,,asia_central,m_all,,,male,-99.0,,0.060832,0,0,0,1990,1990
3384,0,0,,latin_america_central,m_all,,,male,-99.0,,0.0347844,0,0,0,1990,1990
3385,0,0,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.1413691,0,0,0,1990,1990
3386,0,0,,asia_east,m_all,,,male,-99.0,,0.0370438,0,0,0,1990,1990
3387,0,0,,europe_eastern,m_all,,,male,-99.0,,0.0227405,0,0,0,1990,1990
3388,0,0,,north_america_high_income,m_all,,,male,-99.0,,0.0105329,0,0,0,1990,1990
3389,0,0,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0574415,0,0,0,1990,1990
3390,0,0,,asia_south,m_all,,,male,-99.0,,0.0981222,0,0,0,1990,1990
3391,0,0,,latin_america_tropical,m_all,,,male,-99.0,,0.0526828,0,0,0,1990,1990
3392,0,0,,oceania,m_all,,,male,-99.0,,0.0656696,0,0,0,1990,1990
3393,0,0,,australasia,m_all,,,male,-99.0,,0.0091768,0,0,0,1990,1990
3394,0,0,,north_africa_middle_east,m_all,,,male,-99.0,,0.0621958,0,0,0,1990,1990
3395,0,0,,europe_western,m_all,,,male,-99.0,,0.008814,0,0,0,1990,1990
3396,0,0,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.1641684,0,0,0,1990,1990
3397,0,0,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.1753684,0,0,0,1990,1990
3398,4,1,,asia_southeast,m_all,,,male,-99.0,,0.0042431,0,0,0,1990,1990
3399,4,1,,caribbean,m_all,,,male,-99.0,,0.0032469,0,0,0,1990,1990
3400,4,1,,latin_america_tropical,m_all,,,male,-99.0,,0.0019514,0,0,0,1990,1990
3401,4,1,,europe_western,m_all,,,male,-99.0,,0.0004388,0,0,0,1990,1990
3402,4,1,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0135862,0,0,0,1990,1990
3403,4,1,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0164253,0,0,0,1990,1990
3404,4,1,,north_africa_middle_east,m_all,,,male,-99.0,,0.0042111,0,0,0,1990,1990
3405,4,1,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0035118,0,0,0,1990,1990
3406,4,1,,asia_east,m_all,,,male,-99.0,,0.0019861,0,0,0,1990,1990
3407,4,1,,latin_america_andean,m_all,,,male,-99.0,,0.0052967,0,0,0,1990,1990
3408,4,1,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0166365,0,0,0,1990,1990
3409,4,1,,north_america_high_income,m_all,,,male,-99.0,,0.0005152,0,0,0,1990,1990
3410,4,1,,australasia,m_all,,,male,-99.0,,0.0004754,0,0,0,1990,1990
3411,4,1,,europe_central,m_all,,,male,-99.0,,0.0008774,0,0,0,1990,1990
3412,4,1,,oceania,m_all,,,male,-99.0,,0.0040794,0,0,0,1990,1990
3413,4,1,,latin_america_southern,m_all,,,male,-99.0,,0.0010083,0,0,0,1990,1990
3414,4,1,,europe_eastern,m_all,,,male,-99.0,,0.0014086,0,0,0,1990,1990
3415,4,1,,asia_south,m_all,,,male,-99.0,,0.0059266,0,0,0,1990,1990
3416,4,1,,asia_central,m_all,,,male,-99.0,,0.0042972,0,0,0,1990,1990
3417,4,1,,latin_america_central,m_all,,,male,-99.0,,0.0028704,0,0,0,1990,1990
3418,9,5,,north_africa_middle_east,m_all,,,male,-99.0,,0.0009493,0,0,0,1990,1990
3419,9,5,,asia_central,m_all,,,male,-99.0,,0.0009416,0,0,0,1990,1990
3420,9,5,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0022207,0,0,0,1990,1990
3421,9,5,,asia_east,m_all,,,male,-99.0,,0.000624,0,0,0,1990,1990
3422,9,5,,asia_south,m_all,,,male,-99.0,,0.0020914,0,0,0,1990,1990
3423,9,5,,north_america_high_income,m_all,,,male,-99.0,,0.0002573,0,0,0,1990,1990
3424,9,5,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0026696,0,0,0,1990,1990
3425,9,5,,australasia,m_all,,,male,-99.0,,0.0002287,0,0,0,1990,1990
3426,9,5,,europe_central,m_all,,,male,-99.0,,0.0004061,0,0,0,1990,1990
3427,9,5,,caribbean,m_all,,,male,-99.0,,0.0008971,0,0,0,1990,1990
3428,9,5,,latin_america_andean,m_all,,,male,-99.0,,0.001125,0,0,0,1990,1990
3429,9,5,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0008343,0,0,0,1990,1990
3430,9,5,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0026749,0,0,0,1990,1990
3431,9,5,,latin_america_central,m_all,,,male,-99.0,,0.0006633,0,0,0,1990,1990
3432,9,5,,asia_southeast,m_all,,,male,-99.0,,0.0010042,0,0,0,1990,1990
3433,9,5,,europe_western,m_all,,,male,-99.0,,0.0002318,0,0,0,1990,1990
3434,9,5,,europe_eastern,m_all,,,male,-99.0,,0.0007655,0,0,0,1990,1990
3435,9,5,,latin_america_tropical,m_all,,,male,-99.0,,0.0004895,0,0,0,1990,1990
3436,9,5,,oceania,m_all,,,male,-99.0,,0.0010061,0,0,0,1990,1990
3437,9,5,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0003341,0,0,0,1990,1990
3438,14,10,,latin_america_tropical,m_all,,,male,-99.0,,0.0005558,0,0,0,1990,1990
3439,14,10,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0016476,0,0,0,1990,1990
3440,14,10,,latin_america_southern,m_all,,,male,-99.0,,0.0004308,0,0,0,1990,1990
3441,14,10,,asia_south,m_all,,,male,-99.0,,0.0012102,0,0,0,1990,1990
3442,14,10,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0014594,0,0,0,1990,1990
3443,14,10,,north_africa_middle_east,m_all,,,male,-99.0,,0.0007785,0,0,0,1990,1990
3444,14,10,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.000751,0,0,0,1990,1990
3445,14,10,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0002607,0,0,0,1990,1990
3446,14,10,,asia_central,m_all,,,male,-99.0,,0.0007538,0,0,0,1990,1990
3447,14,10,,australasia,m_all,,,male,-99.0,,0.0002637,0,0,0,1990,1990
3448,14,10,,asia_southeast,m_all,,,male,-99.0,,0.000744,0,0,0,1990,1990
3449,14,10,,caribbean,m_all,,,male,-99.0,,0.0006971,0,0,0,1990,1990
3450,14,10,,north_america_high_income,m_all,,,male,-99.0,,0.0003197,0,0,0,1990,1990
3451,14,10,,latin_america_central,m_all,,,male,-99.0,,0.0006037,0,0,0,1990,1990
3452,14,10,,europe_eastern,m_all,,,male,-99.0,,0.0006432,0,0,0,1990,1990
3453,14,10,,latin_america_andean,m_all,,,male,-99.0,,0.0008293,0,0,0,1990,1990
3454,14,10,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0015593,0,0,0,1990,1990
3455,14,10,,asia_east,m_all,,,male,-99.0,,0.0005365,0,0,0,1990,1990
3456,14,10,,europe_central,m_all,,,male,-99.0,,0.0003896,0,0,0,1990,1990
3457,14,10,,oceania,m_all,,,male,-99.0,,0.0008903,0,0,0,1990,1990
3458,19,15,,asia_central,m_all,,,male,-99.0,,0.0015514,0,0,0,1990,1990
3459,19,15,,europe_western,m_all,,,male,-99.0,,0.0008273,0,0,0,1990,1990
3460,19,15,,oceania,m_all,,,male,-99.0,,0.0020369,0,0,0,1990,1990
3461,19,15,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0025718,0,0,0,1990,1990
3462,19,15,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0008216,0,0,0,1990,1990
3463,19,15,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0019345,0,0,0,1990,1990
3464,19,15,,north_america_high_income,m_all,,,male,-99.0,,0.0011907,0,0,0,1990,1990
3465,19,15,,europe_eastern,m_all,,,male,-99.0,,0.001515,0,0,0,1990,1990
3466,19,15,,asia_east,m_all,,,male,-99.0,,0.0012417,0,0,0,1990,1990
3467,19,15,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0017536,0,0,0,1990,1990
3468,19,15,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0027055,0,0,0,1990,1990
3469,19,15,,latin_america_tropical,m_all,,,male,-99.0,,0.001645,0,0,0,1990,1990
3470,19,15,,north_africa_middle_east,m_all,,,male,-99.0,,0.0014579,0,0,0,1990,1990
3471,19,15,,europe_central,m_all,,,male,-99.0,,0.000949,0,0,0,1990,1990
3472,19,15,,latin_america_southern,m_all,,,male,-99.0,,0.0009928,0,0,0,1990,1990
3473,19,15,,australasia,m_all,,,male,-99.0,,0.0010475,0,0,0,1990,1990
3474,19,15,,asia_southeast,m_all,,,male,-99.0,,0.0014642,0,0,0,1990,1990
3475,19,15,,latin_america_central,m_all,,,male,-99.0,,0.0015786,0,0,0,1990,1990
3476,19,15,,asia_south,m_all,,,male,-99.0,,0.0017267,0,0,0,1990,1990
3477,19,15,,caribbean,m_all,,,male,-99.0,,0.0013147,0,0,0,1990,1990
3478,24,20,,latin_america_central,m_all,,,male,-99.0,,0.0027067,0,0,0,1990,1990
3479,24,20,,europe_central,m_all,,,male,-99.0,,0.0014483,0,0,0,1990,1990
3480,24,20,,europe_western,m_all,,,male,-99.0,,0.0012061,0,0,0,1990,1990
3481,24,20,,north_africa_middle_east,m_all,,,male,-99.0,,0.002112,0,0,0,1990,1990
3482,24,20,,oceania,m_all,,,male,-99.0,,0.0032222,0,0,0,1990,1990
3483,24,20,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0009972,0,0,0,1990,1990
3484,24,20,,asia_east,m_all,,,male,-99.0,,0.0017215,0,0,0,1990,1990
3485,24,20,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0029327,0,0,0,1990,1990
3486,24,20,,latin_america_tropical,m_all,,,male,-99.0,,0.0025603,0,0,0,1990,1990
3487,24,20,,caribbean,m_all,,,male,-99.0,,0.0019072,0,0,0,1990,1990
3488,24,20,,latin_america_southern,m_all,,,male,-99.0,,0.0014562,0,0,0,1990,1990
3489,24,20,,asia_central,m_all,,,male,-99.0,,0.0025061,0,0,0,1990,1990
3490,24,20,,north_america_high_income,m_all,,,male,-99.0,,0.001588,0,0,0,1990,1990
3491,24,20,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0043321,0,0,0,1990,1990
3492,24,20,,asia_south,m_all,,,male,-99.0,,0.0023598,0,0,0,1990,1990
3493,24,20,,latin_america_andean,m_all,,,male,-99.0,,0.0019986,0,0,0,1990,1990
3494,24,20,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0030467,0,0,0,1990,1990
3495,24,20,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0046198,0,0,0,1990,1990
3496,24,20,,australasia,m_all,,,male,-99.0,,0.0014677,0,0,0,1990,1990
3497,24,20,,asia_southeast,m_all,,,male,-99.0,,0.002342,0,0,0,1990,1990
3498,29,25,,latin_america_central,m_all,,,male,-99.0,,0.0031833,0,0,0,1990,1990
3499,29,25,,north_america_high_income,m_all,,,male,-99.0,,0.0017681,0,0,0,1990,1990
3500,29,25,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0035617,0,0,0,1990,1990
3501,29,25,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.005406,0,0,0,1990,1990
3502,29,25,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.003543,0,0,0,1990,1990
3503,29,25,,asia_east,m_all,,,male,-99.0,,0.0017462,0,0,0,1990,1990
3504,29,25,,asia_central,m_all,,,male,-99.0,,0.0029375,0,0,0,1990,1990
3505,29,25,,caribbean,m_all,,,male,-99.0,,0.0021803,0,0,0,1990,1990
3506,29,25,,australasia,m_all,,,male,-99.0,,0.0013794,0,0,0,1990,1990
3507,29,25,,oceania,m_all,,,male,-99.0,,0.0037633,0,0,0,1990,1990
3508,29,25,,asia_southeast,m_all,,,male,-99.0,,0.0026826,0,0,0,1990,1990
